t, reading, imuVal 
328.54600, 126.00000, 21742.12914
328.59600, 899.00000, 20902.16290
328.64600, 788.00000, 23399.67910
328.69700, 126.00000, 26797.75772
328.74700, 899.00000, 28998.17019
328.79700, 899.00000, 30140.13524
328.84600, 126.00000, 30469.22940
328.89600, 799.00000, 29267.69298
328.94600, 777.00000, 25867.85513
328.99700, 554.00000, 21549.71992
329.04700, 126.00000, 19369.01955
329.09700, 796.00000, 20312.39748
329.14600, 899.00000, 21655.03073
329.19600, 126.00000, 22450.71652
329.24600, 899.00000, 24771.73392
329.29700, 675.00000, 28225.76765
329.34700, 126.00000, 30280.71425
329.39700, 899.00000, 29715.97735
329.44600, 710.00000, 26442.11436
329.49600, 311.00000, 22152.42626
329.54700, 576.00000, 19943.43945
329.59700, 763.00000, 20048.48894
329.64700, 379.00000, 21802.48488
329.69700, 792.00000, 25543.49191
329.74600, 262.00000, 28495.10529
329.79600, 126.00000, 28431.39858
329.84700, 899.00000, 27419.13609
329.89700, 518.00000, 27210.52174
329.94700, 126.00000, 26965.77706
329.99700, 900.00000, 25604.02584
330.04600, 648.00000, 23508.74427
330.09600, 391.00000, 21362.66122
330.14700, 126.00000, 19315.84622
330.19700, 899.00000, 17872.40038
330.24700, 428.00000, 18343.34697
330.29700, 126.00000, 21732.27272
330.34600, 899.00000, 26706.10043
330.39600, 504.00000, 30406.20442
330.44700, 126.00000, 31319.92334
330.49700, 899.00000, 29734.38761
330.54700, 675.00000, 26348.77261
330.59700, 126.00000, 22229.98589
330.64600, 899.00000, 19563.15268
330.69600, 899.00000, 19572.94596
330.74700, 126.00000, 21325.10250
330.79700, 337.00000, 24321.16539
330.84700, 899.00000, 28260.08476
330.89700, 363.00000, 31341.62413
330.94600, 126.00000, 32271.22388
330.99700, 899.00000, 31279.71263
331.04700, 395.00000, 28725.12060
331.09700, 469.00000, 25162.00780
331.14700, 652.00000, 22871.52019
331.19700, 821.00000, 23489.65326
331.24600, 126.00000, 24357.74106
331.29700, 899.00000, 24017.05364
331.34700, 900.00000, 24835.76149
331.39700, 900.00000, 26684.46112
331.44700, 471.00000, 27632.99630
331.49700, 900.00000, 27980.92358
331.54600, 900.00000, 28678.11188
331.59700, 167.00000, 28687.12182
331.64700, 900.00000, 26220.44280
331.69700, 900.00000, 22756.83312
331.74700, 899.00000, 22715.97262
331.79700, 125.00000, 27385.86912
331.84600, 765.00000, 32755.64232
331.89700, 899.00000, 34910.35671
331.94700, 181.00000, 33967.15136
331.99700, 460.00000, 32145.42019
332.04700, 759.00000, 30498.56963
332.09600, 509.00000, 28165.66616
332.14600, 126.00000, 25566.29921
332.19700, 899.00000, 25022.69576
332.24700, 496.00000, 25863.10837
332.29700, 126.00000, 26078.06457
332.34700, 899.00000, 26177.43610
332.39600, 625.00000, 26577.54362
332.44600, 126.00000, 27333.17667
332.49700, 900.00000, 28928.69115
332.54700, 706.00000, 31037.85058
332.59700, 220.00000, 32640.55815
332.64700, 757.00000, 32258.01218
332.69600, 375.00000, 29171.54123
332.74700, 815.00000, 25208.97319
332.79700, 683.00000, 23199.41016
332.84700, 126.00000, 24378.12106
332.89700, 899.00000, 27536.90664
332.94700, 596.00000, 30301.19201
332.99600, 127.00000, 31552.83322
333.04700, 838.00000, 31455.62751
333.09700, 587.00000, 30157.04371
333.14700, 183.00000, 27482.08478
333.19700, 493.00000, 23541.58046
333.24700, 777.00000, 20549.73321
333.29600, 748.00000, 21302.10311
333.34700, 126.00000, 24413.33323
333.39700, 874.00000, 26773.99218
333.44700, 899.00000, 27911.77371
333.49700, 482.00000, 28072.27831
333.54700, 295.00000, 27328.67599
333.59600, 900.00000, 26338.89924
333.64700, 900.00000, 25445.02217
333.69700, 125.00000, 25207.39891
333.74700, 128.00000, 26446.23212
333.79700, 899.00000, 26643.68622
333.84700, 899.00000, 23625.55501
333.89600, 474.00000, 21773.88478
333.94700, 900.00000, 24375.50158
333.99700, 900.00000, 27919.22386
334.04700, 300.00000, 29081.62274
334.09700, 900.00000, 28260.20065
334.14700, 899.00000, 26375.88959
334.19700, 713.00000, 24133.03433
334.24700, 125.00000, 22270.37514
334.29700, 899.00000, 20096.50183
334.34700, 753.00000, 18425.82968
334.39700, 126.00000, 20628.09939
334.44700, 899.00000, 26233.99612
334.49700, 588.00000, 30594.83547
334.54700, 126.00000, 30693.71159
334.59700, 891.00000, 26970.98550
334.64700, 716.00000, 22114.74589
334.69700, 126.00000, 18744.52599
334.74700, 347.00000, 18087.09908
334.79700, 899.00000, 20110.34093
334.84700, 126.00000, 23070.29173
334.89700, 622.00000, 25197.75587
334.94700, 899.00000, 26577.86447
334.99700, 765.00000, 27672.99618
