t, reading, imuVal 
37.07000, 517.00000, -2216.00000
37.05700, 523.00000, -2038.00000
37.10700, 516.00000, -2184.00000
37.15700, 517.00000, -2410.00000
37.20700, 513.00000, -3060.00000
37.25700, 518.00000, -3116.00000
37.30700, 517.00000, -2876.00000
37.35700, 516.00000, -2422.00000
37.40800, 471.00000, -2734.00000
37.45700, 497.00000, -1982.00000
37.50700, 492.00000, -2766.00000
37.55700, 514.00000, -2244.00000
